penalty,max_iter,random_state,n_jobs,n_samples,n_features,n_classes,n_clusters_per_class,n_informative,flip_y,scale,time,n1,WithFeature,featureInfo,WithInfo,Withflip,total clusters,clusterInfo,All,AllDjob,AllDDjob,AllwithFlip,AllwithClass m1,flipwithcluster,WithfeatureInfo,m1flip,WithfeatureInfoMflip,WithfeatureInfoDjob,x2,m1flipDjob,final
l2,551,526,2,388,583,2,2,7,4.66E-05,124638404,0.1578426361,213788,124638404,4081,1496512,9.96E+00,4,28,3489875312,1744937656,872468828,8.13E+04,1744937656,1.86E-04,872468828,8.13E+04,4.07E+04,436234414,218117207,4.07E+04,872468828
none,672,484,1,406,257,5,3,10,0.02696017955,350589120,0.480047226,272832,70117824,2570,2728320,7355.599707,15,150,10517673600,10517673600,10517673600,283558368.7,3505891200,0.4044026933,701178240,94519456.23,18903891.25,701178240,701178240,94519456.23,3505891200
l2,120,662,4,408,1124,7,3,8,0.001384157304,96304320,0.2037479877,65280,73374720,8992,522240,90.35778881,21,128,12326952960,3081738240,770434560,4265610.494,4108984320,0.02906730338,586997760,5687480.659,812497.2369,146749440,36687360,1421870.165,1027246080
elasticnet,702,958,4,839,675,4,4,9,0.06999766892,397560150,2.90717268,588978,397560150,6075,5300802,41227.08705,12,144,42936496200,10734124050,2683531013,751363661.4,14312165400,0.839972027,3578041350,1001818215,250454553.8,894510337.5,223627584.4,250454553.8,3578041350
l1,751,121,4,1158,277,7,4,9,0.07797965759,421566715.5,3.808417559,869658,240895266,2493,7826922,67815.63306,28,252,60705607032,15176401758,3794100440,1183450613,15176401758,2.183430413,2168057394,1183450613,169064373.2,542014348.5,135503587.1,295862653.1,3794100440
none,240,861,12,805,778,4,3,8,0.08969990689,50103200,0.2071299553,193200,150309600,6224,1545600,17330.02201,12,96,14429721600,1202476800,100206400,107862057,4809907200,1.076398883,1202476800,431448228,107862057,100206400,8350533.333,35954019,400825600
elasticnet,252,201,1,660,1154,6,4,9,0.07308287131,1151599680,7.969527245,126320,191933280,10386,1496880,9231.828304,24,212,31487028480,31487028480,31487028480,2301162450,7871757120,1.753988911,1311959520,575290612.6,95881768.76,1311959520,1311959520,575290612.6,7871757120
l1,815,456,1,720,1296,7,4,7,0.02056639355,5323449600,29.96365619,586800,760492800,9072,4107600,12068.35974,28,196,149056588800,149056588800,149056588800,3065556466,37264147200,0.5758590194,5323449600,766389116.6,109484159.5,5323449600,5323449600,766389116.6,37264147200
l2,976,651,12,426,612,9,3,7,0.06213014903,190841184,0.5096817017,415776,254454912,4284,2910432,25832.22484,27,189,48091978368,4007664864,333972072,248996815.3,16030659456,1.677514024,1781184384,995987261.1,110665251.2,148432032,12369336,82998938.42,1335888288
l1,980,456,4,282,1382,7,5,10,0.02400301276,668376660,4.509458303,276360,381929520,13820,2763600,6633.472606,35,350,133675332000,33418833000,8354708250,802152674.9,26735066400,0.8401054466,3819295200,641722139.9,91674591.42,954823800,238705950,160430535,6683766600
l2,920,580,8,430,474,5,2,6,0.03787266902,117196500,0.3040196896,395600,187514400,2844,2373600,14982.42786,10,60,11250864000,1406358000,175794750,53262531.06,5625432000,0.3787266902,1125086400,213050124.2,42610024.85,140635800,17579475,26631265.53,703179000
l1,260,438,4,472,1179,2,3,7,0.05377571862,72343440,0.8039419651,122720,144686880,8253,859040,6599.356189,6,42,6076848960,1519212240,379803060,81696729.94,2025616320,0.3226543117,1012808160,108928973.3,54464486.63,253202040,63300510,27232243.31,506404080
l2,105,791,8,259,256,3,5,9,0.05774604983,2610720,0.1034202576,27195,6961920,2304,244755,1570.403825,15,135,939859200,117482400,14685300,6784144.525,187971840,0.8661907475,62657280,10854631.24,3618210.413,7832160,979020,1356828.905,23496480
elasticnet,440,100,12,1253,1122,10,5,9,0.01178775367,515484200,5.124667406,551320,120633840,10458,4961880,6498.824353,50,450,288285228000,24023769000,2001980750,283186271.2,57657045600,0.5893876835,5765704560,679647050.9,67964705.09,480475380,40039615,56637254.24,4804753800
none,304,277,12,1101,183,3,4,8,0.07795426034,15312708,0.2073254585,334704,61250832,1412,2677632,26091.60275,12,96,5671224576,472602048,39383504,36841343.09,1417806144,0.9354511241,472602048,110524029.3,36841343.09,39383504,3281958.667,9210335.772,118150512
none,140,307,4,898,113,3,2,5,0.01008186895,10654770,0.1024477482,125720,14206360,565,628600,1267.492564,6,30,426190800,106547700,26636925,1074199.948,213095400,0.0604912137,71031800,2148399.897,716133.2989,17757950,4439487.5,537099.9742,53273850
l2,531,153,2,1061,155,2,3,6,0.002331292243,87325605,0.1717767715,563391,87325605,930,3380346,1313.429068,6,36,3143721780,1571860890,785930445,3664467.1,1047907260,0.01398775346,523953630,2442978.067,1221489.033,261976815,130988407.5,1221489.033,523953630
l1,184,805,4,237,597,7,3,11,0.07040848485,45559458,0.4027197361,43608,26033976,6567,479688,3070.373207,21,231,6013848456,1503462114,375865528.5,105856489.5,2004616152,1.478578182,286373736,141141986,20163140.85,71593434,17898358.5,35285496.49,501154038
none,446,208,2,271,1022,3,3,8,0.07027934587,185287578,0.4024715424,120866,123525052,8176,966928,8494.383418,9,72,8893803744,4446901872,2223450936,312525354.7,2964601248,0.6325141128,988200416,208350236.5,69450078.82,494100208,247050104,104175118.2,1482300624
l1,117,225,12,392,126,3,3,10,0.02500639137,1444716,0.1071269512,45812,5778812,1260,458120,1145.592801,9,90,519508080,43292340,3607695,1082585.197,173169360,0.2250575223,57723120,4330340.789,1443446.93,4810260,400855,360861.7325,14430780
elasticnet,429,32,4,594,998,2,2,6,0.08310802932,127158174,1.758459806,254826,254312348,5988,1528956,21178.08668,4,24,6103592352,1525898088,381474522,126814383,3051796176,0.3324321173,1525898088,253628766.1,126814383,381474522,95368630.5,63407191.52,762949044
elasticnet,142,17,12,173,110,8,3,7,0.09344655239,1801506.667,0.1092402935,24566,2702260,770,171962,2295.608006,24,128,453979680,37831640,3152636.667,3535236.329,151326560,2.242717257,18915820,14140945.32,1767618.165,1576318.333,131359.8611,1178412.11,12610546.67
l1,751,984,2,397,936,3,5,8,0.01494099422,418598388,3.207522869,298147,279065592,7488,2385176,4454.612604,15,120,33487871040,16743935520,8371967760,250171043.8,6697574208,0.2241149133,2232524736,100068417.5,33356139.18,1116262368,558131184,50034208.76,3348787104
l1,942,676,2,1325,1302,8,3,11,0.07236512194,6500365200,38.47280598,1248150,1225091300,14322,13729650,90322.52695,24,212,429024103200,214512051600,107256025800,15523190772,143008034400,1.736762927,17876004300,10348793848,1293599231,8938002150,4469001075,5174396924,71504017200
l2,357,728,4,158,1342,6,3,11,0.08697389095,113545278,0.2031795979,51206,75696852,14762,620466,4453.58506,18,198,13606253496,3401563374,850390843.5,295847201.9,4535417832,1.565530037,755902972,394462935.9,65743822.66,188975743,47243935.75,98615733.98,1133854458
l2,938,875,1,293,397,4,4,11,0.009693049738,436436392,0.5697212988,274834,109109098,4367,3023174,2663.979632,12,176,14402400936,14402400936,14402400936,139603188.6,4800800312,0.1163165969,1200200078,46534396.21,11633599.05,1200200078,1200200078,46534396.21,4800800312
none,939,339,8,1010,818,9,2,11,0.0774620312,872755897.5,2.008093119,948390,775783020,8998,10432290,73464.21577,18,198,153605037960,19200629745,2400078718,1487319780,76802518980,1.394316562,8533613220,5949279121,661031013.5,1066701653,133337706.6,743659890.2,9600314873
elasticnet,384,691,1,770,650,6,5,7,0.09586295259,1153152000,8.024935484,295680,192192000,4550,2069760,28344.75782,30,210,40360320000,40360320000,40360320000,3869059443,8072064000,2.875888578,1345344000,773811888.5,128968648.1,1345344000,1345344000,773811888.5,8072064000
elasticnet,249,733,12,549,1297,7,4,8,0.06320250629,103425698.3,1.410487652,136701,177301197,10376,1093608,8639.845812,28,224,39715468128,3309622344,275801862,209176427,9928867032,1.769670176,1418409576,627529281,89647040.15,118200798,9850066.5,52294106.75,827405586
l2,115,269,1,568,808,6,4,8,0.01367474171,316671360,0.4001254945,65320,52778560,1212,522560,893.2341285,24,192,1900028160,1900028160,1900028160,25982394.33,475007040,0.328193801,79167840,6495598.582,1082599.764,79167840,79167840,6495598.582,475007040
none,149,137,2,852,172,4,4,9,0.005317384157,43670112,0.2021479607,126948,21835056,1548,1142532,675.031284,12,144,2358186048,1179093024,589546512,6269690.565,786062016,0.06380860988,196515504,4179793.71,1044948.428,98257752,49128876,2089896.855,393031008
l1,130,318,1,1255,296,3,4,10,0.09444688259,144877200,0.9047751427,123150,48292400,2960,1231500,11631.13359,12,120,4374288000,4374288000,4374288000,413137865.2,1093572000,1.133362591,364524000,103284466.3,34428155.43,364524000,364524000,103284466.3,1093572000
none,442,129,1,480,812,5,4,9,0.01968127795,861369600,1.074191093,212120,173122560,7344,1909440,4174.792679,20,180,31156185600,31156185600,31156185600,613193548.7,7789046400,0.393625559,1557809280,153298387.2,30659677.43,1557809280,1557809280,153298387.2,7789046400
elasticnet,736,499,8,1343,313,10,5,9,0.09012271007,386730280,5.612504005,988448,309384224,2817,8896032,89081.61252,50,450,139222900800,17402862600,2175357825,1568393140,27844580160,4.506135504,2784458016,2509429025,250942902.5,348057252,43507156.5,313678628.1,3480572520
l1,994,219,12,1185,1012,6,4,9,0.0134813687,596012340,7.623729944,1177890,1196736240,9144,10601010,15879.56938,24,212,258495027840,21541252320,1795104360,290405564.8,64623756960,0.3235528488,10770626160,871216694.4,145202782.4,897552180,74796015,72601391.2,5385313080
l1,919,779,2,191,225,3,2,8,0.01289443426,59241037.5,0.5031282902,175529,39494025,1800,1404232,2263.347151,6,48,1895713200,947856600,473928300,12222074.62,947856600,0.07736660556,315952200,12222074.62,4074024.872,157976100,78988050,6111037.308,473928300
l1,156,992,12,650,1026,7,4,8,0.004895977998,60687900,0.7105212212,101400,104031200,8208,811200,496.452169,28,224,23304153600,1942012800,161834400,9508051.941,5826038400,0.1370873839,832291200,28524155.82,4074879.403,69357600,5779800,2377012.985,485503200
l1,947,356,2,868,544,10,2,10,0.06505927103,2235829120,14.72393608,821996,447125824,5440,8219960,53478.46055,20,200,89433164800,44716582400,22358291200,2909228254,44716582400,1.301185421,4471658240,2909228254,290922825.4,2235829120,1117914560,1454614127,22358291200
elasticnet,422,210,4,658,1100,10,3,9,0.05156818228,763609000,6.814491987,277676,305443600,9900,2499084,14319.24658,30,270,82469772000,20617443000,5154360750,1063204059,27489924000,1.547045468,2748992400,1417605412,141760541.2,687248100,171812025,354401352.9,6872481000
l1,473,741,2,335,685,4,5,9,0.02154568051,217083350,1.404172659,158455,108541275,6125,1426095,3414.020805,20,180,19410737500,9705368750,4852684375,209108774.3,3882147500,0.4309136102,970536875,83643509.73,20910877.43,485268437.5,242634218.8,41821754.86,1941073750
l1,304,903,1,638,171,4,4,9,0.009661836769,132663168,1.10080719,193952,33125792,1539,1745568,1873.932565,12,144,3581905536,3581905536,3581905536,34607786.61,1193968512,0.1159420412,298492128,11535928.87,2883982.218,298492128,298492128,11535928.87,1193968512
elasticnet,966,125,12,356,848,5,3,7,0.026063837,121509920,2.311234012,343896,291223808,5936,2407272,8963.249289,15,105,30620499840,2551708320,212642360,66507309.72,10206833280,0.390957555,2041366656,266029238.9,53205847.78,170113888,14176157.33,22169103.24,850569440
none,755,902,12,1320,1318,4,3,6,0.03149310749,437839600,1.713663578,996600,1313518800,7908,5979600,31386.03092,12,72,94573353600,7881112800,656759400,248200732.6,31524451200,0.3779172899,7881112800,992802930.2,248200732.6,656759400,54729950,82733577.52,2627037600
elasticnet,354,736,4,862,814,9,4,12,0.03617376045,558878562,5.311289138,305148,248390472,9768,3661776,11038.35065,36,432,107304683904,26826170976,6706542744,970403482.7,26826170976,1.302255376,2980685664,970403482.7,107822609.2,745171416,186292854,242600870.7,6706542744
elasticnet,222,531,1,808,1309,4,5,10,0.09046913778,939212736,6.488284349,179376,234803184,13090,1793760,16227.99206,20,200,46960636800,46960636800,46960636800,4248488321,9392127360,1.809382756,2348031840,849697664.2,212424416,2348031840,2348031840,849697664.2,9392127360
elasticnet,306,696,8,615,397,9,3,9,0.01729949084,84050358.75,1.105173588,188190,74711430,3573,1293710,3255.591181,27,243,18154877490,2269359686,283669960.8,39258767.1,6051625830,0.4670862527,672402870,104690045.6,11632227.29,84050358.75,10506294.84,13086255.7,756453228.8
l1,637,142,12,972,1203,2,3,8,0.04419821924,124142382,4.20106812,619112,744854292,9624,4953312,27363.64791,6,48,35750003328,2979166944,248263912,131673873.7,11916667776,0.2651893154,5958333888,526695495,263347747.5,496527824,41377318.67,43891291.25,993055648
l2,689,9,1,1178,345,2,5,7,0.06315376877,560032980,0.5060389042,811122,280011290,2415,5681494,51225.41123,10,70,19588596300,19588596300,19588596300,1237093681,3917719260,0.6315376877,1958859630,247418736.3,123709368.1,1958859630,1958859630,247418736.3,3917719260
l1,296,23,4,1121,1328,3,2,9,0.0586191441,330488736,2.810519934,343656,456375128,11952,3092904,20144.82058,6,54,24644259072,6161064768,1540266192,361156343.4,12322129536,0.3517148646,4107376512,722312686.9,240770895.6,1026844128,256711032,180578171.7,3080532384
l2,829,311,2,624,435,2,3,6,0.08785592487,225023760,0.2921378613,517296,225023760,2610,3103776,45447.51851,6,36,8100855360,4050427680,2025213840,355854069.9,2700285120,0.5271355492,1350142560,237236046.6,118618023.3,675071280,337535640,118618023.3,1350142560
none,296,751,1,1063,1129,8,5,11,0.05029471995,2841900736,3.606372356,314128,355237592,12419,3461128,15798.97979,40,440,156046225280,156046225280,156046225280,7848301200,31209245056,2.011788798,3901155632,1569660240,196207530,3901155632,3901155632,1569660240,31209245056
none,925,312,4,762,365,7,3,9,0.0414880951,450222937.5,0.9039442539,704850,257270250,3285,6343650,29242.88383,21,189,48624077250,12156019313,3039004828,504330085.3,16208025750,0.8712499971,2315432250,672440113.7,96062873.39,578858062.5,144714515.6,168110028.4,4052006438
l2,419,538,8,454,852,7,4,10,0.0351486114,141813483,0.3039915562,190226,122072552,8520,1902260,6686.179752,28,280,45380314560,5672539320,709067415,199381880.2,11345078640,0.9841611192,1620725520,398763760.4,56966251.49,202590690,25323836.25,49845470.05,1418134830
l1,696,319,1,255,411,4,4,10,0.02583997125,291777120,1.617977858,177480,72944280,4110,1774800,4586.078097,12,120,8753313600,8753313600,8753313600,226185371.8,2917771200,0.310079655,729442800,75395123.92,18848780.98,729442800,729442800,75395123.92,2917771200
l2,612,713,12,330,284,9,2,9,0.07505295573,43017480,0.2082509995,201960,57356120,2556,1817120,15157.69494,18,122,9291775680,774314640,64526220,58114602.4,4645887840,1.350953203,516209760,348687614.4,38743068.26,43017480,3584790,29057301.2,387157320
none,729,491,2,937,152,3,3,10,0.08440456321,155740644,0.5024421215,683073,103827096,1520,6830730,57654.47821,9,90,9344438640,4672219320,2336109660,394356630.9,3114812880,0.7596410689,1038270960,262904420.6,87634806.87,519135480,259567740,131452210.3,1557406440
elasticnet,570,132,4,547,946,2,4,9,0.02885208829,147476670,2.042329788,311790,294953340,8514,2806110,8995.792608,8,72,21236640480,5309160120,1327290030,153180356.5,5309160120,0.2308167063,2654580060,153180356.5,76590178.26,663645015,165911253.8,38295089.13,1327290030
l2,143,348,8,1397,207,5,4,10,0.03702253878,25845373.13,0.2051949501,199771,41352597,2070,1997710,7396.029595,20,200,8270519400,1033814925,129226865.6,38274453.15,2067629850,0.7404507756,413525970,76548906.3,15309781.26,51690746.25,6461343.281,9568613.288,258453731.3
l1,925,326,2,1074,537,4,5,9,0.04389121943,1066965300,7.413122128,993450,533482650,4833,8941050,43603.73194,20,180,96026877000,48013438500,24006719250,2107368365,19205375400,0.8778243886,4801343850,842947345.9,210736836.5,2400671925,1200335963,421473673,9602687700
elasticnet,625,304,2,122,510,5,2,9,0.07461348796,97218750,4.509355545,401250,204637500,4590,3611250,29938.66204,10,90,18417375000,9208687500,4604343750,687092293.9,9208687500,0.7461348796,1841737500,687092293.9,137418458.8,920868750,460434375,343546147,4604343750
elasticnet,125,860,4,1249,1147,9,5,10,0.09402867194,402919593.8,5.113521099,206085,236379495,11470,2060850,19377.89886,45,450,106370772750,26592693188,6648173297,2500475624,21274154550,4.231290237,2363794950,2000380499,222264499.9,590948737.5,147737184.4,500095124.7,5318538638
l1,696,341,2,638,414,8,2,8,0.04301991709,735343488,4.909555435,444048,183835872,3312,3552384,19102.90814,12,128,17648243712,8824121856,4412060928,379612990.6,11765495808,0.5162390051,1470686976,506150654.2,63268831.77,735343488,367671744,253075327.1,5882747904
l2,638,404,1,854,1136,7,3,11,0.01251915274,4332663104,5.338888128,544852,618951872,12496,5993372,6821.085409,21,231,142977882432,142977882432,142977882432,1789961949,47659294144,0.2629022075,6808470592,596653982.9,85236283.27,6808470592,6808470592,596653982.9,47659294144
l1,490,95,1,1226,1061,5,2,8,0.08322597553,3186925700,18.01468039,600740,637385140,8488,4805920,49997.17254,10,80,50990811200,50990811200,50990811200,4243760005,25495405600,0.8322597553,5099081120,2121880003,424376000.5,5099081120,5099081120,2121880003,25495405600
none,805,840,1,1271,449,5,4,7,0.003503250355,2296982975,3.894527197,1023155,459396595,3143,7122085,3584.368117,20,140,64315523300,64315523300,64315523300,225313379.8,16078880825,0.0700650071,3215776165,56328344.96,11265668.99,3215776165,3215776165,56328344.96,16078880825
elasticnet,171,97,12,660,130,4,3,9,0.08012222366,4890600,0.2109155655,112860,14671800,1170,1015740,9042.594162,12,108,1584554400,132046200,11003850,10579835.17,528184800,0.9614666839,132046200,42319340.68,10579835.17,11003850,916987.5,3526611.723,44015400
l2,385,791,1,515,409,7,5,11,0.009121719519,567661325,0.7459073067,198275,81094475,4499,2181025,1808.608938,35,385,31221372875,31221372875,31221372875,284792606.4,6244274575,0.3192601832,892039225,56958521.27,8136931.61,892039225,892039225,56958521.27,6244274575
l1,204,211,1,171,665,3,4,10,0.08030529053,69593580,0.3849201202,34884,23197860,6650,348840,2801.369755,12,120,2783743200,2783743200,2783743200,223549306.4,695935800,0.9636634864,231978600,55887326.61,18629108.87,231978600,231978600,55887326.61,695935800
l1,997,399,1,878,1343,3,3,7,0.01212850383,3526849614,19.2956233,875366,1175612538,9401,6127562,10616.87988,9,63,74063841894,74063841894,74063841894,898283590.1,24687947298,0.1091565345,8229315766,299427863.4,99809287.79,8229315766,8229315766,299427863.4,24687947298
l2,538,719,2,148,781,9,2,7,0.01206399921,279838548,0.4022350311,79624,62186344,5467,557368,960.5838731,18,126,7835479344,3917739672,1958869836,47263608.31,3917739672,0.2171519858,435304408,47263608.31,5251512.034,217652204,108826102,23631804.15,1958869836
l1,629,349,4,117,666,4,3,9,0.09752997375,49012938,0.4026708603,73593,49012938,5994,662337,7177.523358,12,108,5293397304,1323349326,330837331.5,129066225,1764465768,1.170359685,441116442,172088300,43022075.01,110279110.5,27569777.63,43022075.01,441116442
l2,317,719,2,1357,661,8,2,9,0.02823113527,1137366836,1.806305408,430129,284341709,5949,3871521,12143.02998,12,144,30706049052,15353024526,7676512263,433433312.2,20470699368,0.3387736232,2558837421,577911082.9,72238885.37,1279418711,639709355.3,288955541.5,10235349684
none,633,20,2,461,1022,2,4,9,0.01993745389,298232886,0.3662705421,291813,298232886,9198,2626317,5818.008232,8,72,21472767792,10736383896,5368191948,214056158.9,5368191948,0.1594996311,2684095974,107028079.4,53514039.72,1342047987,671023993.5,53514039.72,2684095974
none,701,493,2,1310,1363,6,3,8,0.09682619837,3754969590,5.315027475,918310,1251256530,10904,7341280,88916.46623,18,144,180238540320,90119270160,45059635080,8725906329,60079513440,1.742871571,10013252240,5817270886,969545147.7,5006626120,2503313060,2908635443,30039756720
l1,152,935,12,854,158,7,5,10,0.03374963927,11963970.67,0.3096914291,129808,20509612,1580,1298080,4380.973174,35,350,7178382400,598198533.3,49849877.78,20188984.71,1435676480,1.181237374,205096640,48453563.31,6921937.615,17091386.67,1424282.222,4037796.942,119639706.7
l2,663,399,8,799,1061,9,2,9,0.09154811125,632307326.6,1.507054567,529737,562050957,9549,4767633,48496.42181,18,122,91052255034,11381531879,1422691485,1041957747,45526127517,1.647866003,5058458613,4167830987,463092331.9,632307326.6,79038415.83,520978873.3,5690765940
l1,833,47,4,454,1063,4,2,9,0.03709737355,402007466,2.50687027,378182,402007466,9567,3403638,14029.55892,8,72,28944537552,7236134388,1809033597,268441580.4,14472268776,0.2967789884,3618067194,536883160.9,134220790.2,904516798.5,226129199.6,134220790.2,3618067194
l2,441,206,4,136,761,8,2,8,0.07212435312,91283472,0.2024123421,59976,45121736,6088,479808,4325.730203,12,128,4381606656,1095401664,273850416,79005136.42,2921071104,0.8654922374,365133888,210680363.8,26335045.47,91283472,22820868,52670090.95,730267776
l1,623,207,1,898,438,6,2,9,0.03405744049,1470245112,8.424505711,559454,245040852,3942,5035086,19053.57131,12,108,26464412016,26464412016,26464412016,901310137.3,13232206008,0.4086892859,2205367668,450655068.7,75109178.11,2205367668,2205367668,450655068.7,13232206008
none,460,412,8,125,147,7,3,10,0.06038387222,7395937.5,0.1032745838,57500,8452500,1470,575000,3472.072653,21,210,1775025000,221878125,27734765.63,13397860.35,591675000,1.268061317,84525000,35727627.6,5103946.799,10565625,1320703.125,4465953.449,73959375
elasticnet,419,589,1,689,669,3,3,7,0.00709461194,579402837,3.711245537,288691,193134279,4683,2020837,2048.150616,9,63,12167459577,12167459577,12167459577,86323403.99,4055819859,0.06385150746,1351939953,28774468,9591489.333,1351939953,1351939953,28774468,4055819859
elasticnet,857,324,2,842,483,2,3,8,0.06291723131,348529902,2.339582682,721594,348529902,3812,5772752,45400.69661,6,48,16504297968,8252148984,4126074492,519202366.4,5501432656,0.3775033879,2750716328,346134911,173067455.5,1375358164,687679082,173067455.5,2750716328
none,268,751,4,1122,1300,5,5,8,0.05096523112,488631000,1.005507231,300696,390904800,10400,2405568,15325.04114,25,200,78180960000,19545240000,4886310000,996127673.9,15636192000,1.274130778,3127238400,796902139.1,159380427.8,781809600,195452400,199225534.8,3909048000
l1,362,53,2,1096,1126,3,2,8,0.08538191976,670114128,5.111740589,396752,446742752,9008,3174012,33875.44743,6,48,21443652096,10721826048,5360913024,915450091.3,10721826048,0.5122915186,3573942016,915450091.3,305150030.4,1786971008,893485504,457725045.7,5360913024
none,789,566,2,420,1345,7,5,10,0.08524183004,1559971350,2.206224918,331380,445706100,13450,3313800,28247.43764,35,350,155997135000,77998567500,38999283750,6648740634,31199427000,2.983464051,4457061000,2659496254,379928036.2,2228530500,1114265250,1329748127,15599713500
l2,691,46,8,1210,679,8,2,8,0.02651132597,567718690,1.006346226,836110,567718690,5432,6688880,22166.38476,12,128,54500994240,6812624280,851578035,180611703,36333996160,0.3181359116,4541749520,963262416,120407802,567718690,70964836.25,120407802,4541749520
l2,400,515,1,756,632,2,2,6,0.079974122,382233600,0.2429218292,302400,191112800,3792,1814400,24184.17449,4,24,4586803200,4586803200,4586803200,366825558.7,2293401600,0.319896488,1146700800,183412779.4,91706389.68,1146700800,1146700800,183412779.4,2293401600
none,659,241,12,737,721,9,2,11,0.06025651239,262633082.3,0.6106376128,485683,350177443,7931,5342513,29265.56371,18,198,69335133714,5777927810,481493984.1,348157778.6,34667566857,1.084617223,3851951873,2088946672,232105185.8,320995989.4,26749665.78,174078889.3,2888963905
l2,395,514,12,243,603,7,3,7,0.05976798928,33762723.75,0.2070252895,95985,57878955,4221,671895,5736.830451,21,147,8508206385,709017198.8,59084766.56,42376532.33,2836068795,1.255127775,405152685,169506129.3,24215161.33,33762723.75,2813560.313,14125510.78,236339066.3
l1,488,137,12,718,302,4,4,7,0.09129309386,35271989.33,0.9085454941,350384,105815968,2114,2452688,31987.6394,12,112,8888541312,740711776,61725981.33,67621869.69,2962847104,1.095517126,740711776,270487478.8,67621869.69,61725981.33,5143831.778,22540623.23,246903925.3
l2,501,475,4,713,460,10,5,10,0.03235124065,410794950,0.8036108017,357213,112317980,4600,3572130,11556.28373,50,500,82158990000,20539747500,5134936875,664486314.3,16431798000,1.617562033,1643179800,531589051.4,53158905.14,410794950,102698737.5,132897262.9,4107949500
l2,879,9,4,173,812,8,5,12,0.003609421905,246956808,0.4024317265,152067,124086672,9792,1824804,548.8739608,40,480,59561602560,14890400640,3722600160,53745738.24,11912320512,0.1443768762,1489040064,42996590.6,5374573.824,372260016,93065004,10749147.65,2978080128
none,669,812,4,438,606,5,3,10,0.02111213459,221964165,0.5030076504,293022,177571332,6060,2930220,6186.319902,15,150,26635699800,6658924950,1664731238,140584119.8,8878566600,0.3166820189,1775713320,187445493,37489098.61,443928330,110982082.5,46861373.26,2219641650
l2,259,279,2,577,583,7,2,7,0.02011440123,304938441.5,0.5026123524,149443,87125269,4081,1046101,3005.956463,14,98,8538276362,4269138181,2134569091,85871158.28,4269138181,0.2816016172,609876883,85871158.28,12267308.33,304938441.5,152469220.8,42935579.14,2134569091
elasticnet,503,268,2,912,853,2,3,9,0.06269478858,391301808,2.848687129,484892,413612876,7677,4312028,30400.20142,6,54,22335095304,11167547652,5583773826,700147039,7445031768,0.3761687315,3722515884,466764692.7,233382346.3,1861257942,930628971,233382346.3,3722515884
elasticnet,206,988,2,212,230,6,4,7,0.0134549382,30133680,0.3052597046,43672,10044560,1210,305704,587.6040611,24,128,1268234880,634117440,317058720,8532010.967,317058720,0.3229185168,52843120,4266005.483,711000.9139,26421560,13210780,2133002.742,158529360
l2,815,123,12,375,379,4,3,7,0.09446375704,38610625,0.2060632706,305625,115831875,2653,2139375,28870.48575,12,84,9729877500,810823125,67568593.75,76593398.68,3243292500,1.133565084,810823125,306373594.7,76593398.68,67568593.75,5630716.146,25531132.89,270274375
none,494,46,2,434,350,4,5,10,0.09472182022,150077200,0.2019028612,214396,75038600,3500,2143960,20307.97937,20,200,15007720000,7503860000,3751930000,710779277.9,3001544000,1.894436404,750386000,284311711.2,71077927.79,375193000,187596500,142155855.6,1500772000
none,442,618,4,289,479,9,5,12,0.01885863109,137669629.5,0.3026878834,127738,61186502,5748,1532856,2408.963818,45,540,33040711080,8260177770,2065044443,155775645.3,6608142216,0.8486383991,734238024,124620516.2,13846724.03,183559506,45889876.5,31155129.06,1652035554
l2,137,935,2,184,571,4,3,9,0.06711379462,28787536,0.1019618511,25208,14393768,5139,226872,1691.804535,12,108,1554526944,777263472,388631736,52165101.03,518175648,0.8053655354,129543912,34776734.02,8694183.504,64771956,32385978,17388367.01,259087824
none,186,296,4,969,694,10,5,8,0.07212683674,312705990,0.5038750172,180234,125082396,5552,1441872,12999.70829,50,400,50032958400,12508239600,3127059900,902179755.5,10006591680,3.606341837,1000659168,721743804.4,72174380.44,250164792,62541198,180435951.1,2501647920
none,746,873,4,287,691,3,3,10,0.03728426591,110958361.5,0.2025880814,214102,147944482,6910,2141020,7982.6359,9,90,13315003380,3328750845,832187711.3,124110031.7,4438334460,0.3355583932,1479444820,165480042.2,55160014.07,369861205,92465301.25,41370010.55,1109583615
elasticnet,557,732,12,109,971,5,4,7,0.04883501547,24563467.92,0.5068745613,60713,58952323,6797,424991,2964.920294,20,140,8253325220,687777101.7,57314758.47,33587605.4,2063331305,0.9767003094,412666261,100762816.2,20152563.24,34388855.08,2865737.924,8396901.35,171944275.4
l2,561,334,12,725,521,2,4,10,0.06898425749,35317287.5,0.272582531,406725,211903725,5210,4067250,28057.62213,8,80,16952298000,1412691500,117724291.7,97453474.19,4238074500,0.5518740599,2119037250,292360422.6,146180211.3,176586437.5,14715536.46,24363368.55,353172875
none,945,334,12,385,527,6,5,9,0.06171115441,95867887.5,0.3071215062,363825,191735775,4743,3274425,22452.06075,30,270,51768659250,4314054938,359504578.1,266225310.4,10353731850,1.851334632,1725621975,638940744.9,106490124.2,143801831.3,11983485.94,53245062.08,862810987.5
l2,173,486,1,934,474,3,3,9,0.05627273233,229769604,0.3359382153,121582,76589868,4266,1454238,6841.751342,9,81,4668019308,4668019308,4668019308,262682201,1556006436,0.506454591,518668812,87560733.68,29186911.23,518668812,518668812,87560733.68,1556006436
